Index,Text
Lecture3_Chunk28,"are immutable.
So the next thing I want to talk about is a little bit of recap on for loops. And we're going to see
how we can apply for loops, very easily, to write very nice, readable code when dealing with
strings.
So remember that for loops had a loop variable. My loop variable being this var, here, in this
particular case. It can be anything you want. And this variable, in this particular case, iterates
over this sequence of numbers, 0, 1, 2, 3, 4."
Lecture3_Chunk29,"over this sequence of numbers, 0, 1, 2, 3, 4.
So the very first time through the loop, var has a value of 0. It does the expressions in the
loop. As soon as they're done, var takes the value 1. It does all the expressions in the loop.
And then var takes the value 2, and it does that all the way up until 0, 1, 2. And the last time it
goes around is with var is equal to 3.
And remember, we said that we can customize our range in order to start from a custom value"
Lecture3_Chunk30,"And remember, we said that we can customize our range in order to start from a custom value
to end at a different value and to skip certain numbers.
So, so far, we've only been using for loops over a sequence of numbers. But actually, for loops
are a lot more powerful than that. You can use them to iterate over any sequence of values
not just numbers but also strings.
So here are two pieces of code, this one and this one here. These two pieces of code both do"
Lecture3_Chunk31,"So here are two pieces of code, this one and this one here. These two pieces of code both do
the exact same thing. To me, possibly to you, this one looks a lot more readable than this one,
just at a first glance.
If I were to read this one, just using the keywords and variables here, it would sound like
broken English. But you could decipher what I'm trying to say. For a char in a string s, if the
char is equal to ""i"" or a char is equal to ""u,"" print ""There is an i or a u."""
Lecture3_Chunk32,"char is equal to ""i"" or a char is equal to ""u,"" print ""There is an i or a u.""
char is equal to ""i"" or a char is equal to ""u,"" print ""There is an i or a u.""
It sounds weird, but you could probably tell what I was trying to do here. Whereas up here, it's
a little more complicated to tell what I'm doing. You have to sort of think about it a little bit.
For some index in this range of numbers, 0 through the length of the string s, if s, at position"
Lecture3_Chunk33,"For some index in this range of numbers, 0 through the length of the string s, if s, at position
index, is an ""i"" or s at position index is a ""u"" print, ""There is an i or a u."" Both of these codes
just go through the string s. And if it encounters a letter that's an i or a u, it's just going to print
out this string here.
But this bottom one is a lot more pythonic. It's an actual word created by the Python
community. And it just looks pretty, right? You can tell what this code's supposed to do."
Lecture3_Chunk34,"community. And it just looks pretty, right? You can tell what this code's supposed to do.
Whereas this one is a little bit harder to decipher.
So that's sort of an illustration of a for loop over a sequence of characters. So char is going to
be a loop variable, still. And the loop variable, instead of iterating over a set of numbers, it's
going to iterate over every character in s, directly. And char is going to be a character. It's
going to be a letter."
Lecture3_Chunk35,"going to be a letter.
So here's a more complicated example. I wrote this code a couple of years ago. And it was my
attempt at creating robot cheerleaders , because I needed some motivation. And then I
googled, last night, ""robot cheerleaders,"" and was not disappointed. Created this GIF. It looks
pretty cool. And it looks like they kind of stole my idea. But that's fine.
So let's look at what this code's supposed to do. I'm going to run it. I'm going to run it, and"
Lecture3_Chunk36,"So let's look at what this code's supposed to do. I'm going to run it. I'm going to run it, and
then we'll go through it. All right, it prints out, ""I will cheer for you! Enter a word.""
You know what, I like robots, so I'll put in ""ROBOTS."" How enthusiastic am I about robots?
Let's say 6. So what this is going to print is-- it's a cheerleader, right? ""Give me an r, r."" ""Give
me an o, o."" ""Give me a b, b,"" and so on and so on."
Lecture3_Chunk37,"me an o, o."" ""Give me a b, b,"" and so on and so on.
""What does that spell? ROBOTS."" And it's going to print it 6 times, because I'm 6 out of 10
enthusiastic about robots. So that's pretty much what that code's supposed to do. And you can
write it using what we've learned so far.
Now let's go through it a little bit. And I'm going to show you just how easy it is to convert this
code using a for loop over characters. Right now, what it does is it asks the user for input, so a
word and a number."
Lecture3_Chunk38,"word and a number.
And then it does this thing, here, right? First, it uses a while loop. And second, it uses indexing.
And what tips you off that it's using indexing is it's using the square bracket, here, into the
word.
And obviously, it's using a while loop. And it has to first create a counter, initialize it. And then,
down here, it's going to increment it inside the while loop. If you remember, that's sort of what
we need to do for while loops."
Lecture3_Chunk39,"we need to do for while loops.
So it's going to start at 0, and it's just basically going to go through index i is equal to 0, 1, 2, 3
4, which is going to go all the way to the end of the word, whatever the user typed in, in this
case ""ROBOTS."" It's going to get the character at that position. word at position i is going to be
a character.
This line here is just for the cheerleading to make sense. It's just to take care of letters that"
Lecture3_Chunk40,"This line here is just for the cheerleading to make sense. It's just to take care of letters that
make sense to use an, right? So give me a b, give me an b. So give me an b does not make
sense, right? So that's just taking care of that.
And I'm using this in keyword to check whether the character-- so the character, r, for
example, in robots-- is inside an letters. And an letters I've defined up here, which is these are"
Lecture3_Chunk41,"example, in robots-- is inside an letters. And an letters I've defined up here, which is these are
all the letters that make sense to put an an before the letter. So give me an r for example,
here, on the right.
And so if it makes sense to use an before the letter, use that, and otherwise use just an a. And
after I'm done, I say, ""What does that spell?"" And then it's just a for loop that goes times many
times and prints out the word and the exclamation mark."
Lecture3_Chunk42,"times and prints out the word and the exclamation mark.
So this code might have been a little bit more intuitive if I rewrote it or if I'd originally written it
with a for loop. So this part here, the while loop and indexing and creating my original counter,
we can get rid of that.
And we can replace it with this, for char in word. I'm originally using char, so I can use char as
my loop variable again. And simply, I'm just going to iterate over the word, itself."
Lecture3_Chunk43,"my loop variable again. And simply, I'm just going to iterate over the word, itself.
So now, instead of having this mess here, I have a one-liner that says, for every character in
my word, do all this stuff here. So that remains the same. And then I don't even need to
increment a counter variable, because I'm not using while loops anymore. I'm just using a for
loop.
So the code becomes-- delete that-- for char in word. And then delete that. And that does the"
Lecture3_Chunk44,"loop.
So the code becomes-- delete that-- for char in word. And then delete that. And that does the
exact same thing. And it's a lot more readable.
So this was our toolbox at the beginning of this course. We are two and half, I guess, lectures
in. These are the things we've added to it. We know integer, floats, Booleans. We know a bit of
string manipulation, math operations. We added, recently, these conditionals and branching to
write slightly more interesting programs."
Lecture3_Chunk45,"write slightly more interesting programs.
And now we have loops, for and while loops to add interesting and more complicated
programs. So with these, the second part of this lecture is going to be looking at three different
algorithms. That's the sort of computer science part of this class, Introduction to Computer
Science and Programming using Python.
Don't let the word algorithm scare you. They're not that complicated. You just have to sort of"
Lecture3_Chunk46,"Don't let the word algorithm scare you. They're not that complicated. You just have to sort of
think a little bit about them. And you'll be able to get them.
So we're going to look at three algorithms, all in the context of solving one problem, which is
finding the cube root. The first algorithm is guess and check, then we're going to look at an
approximation algorithm, and then a bisection search.
So the first is the guess and check method. You might have done this, in math, in high school."
Lecture3_Chunk47,"So the first is the guess and check method. You might have done this, in math, in high school.
The guess and check method is also sometimes called exhaustive enumeration. And you'll see
why.
So given a problem, let's say, find the cube root of a number, let's say you can guess a
starting value for a solution. The guess and check method works if you're able to check if your
solution is correct.
So if your guess is originally 0, you can say, is 0 cubed equal to the cube of whatever I'm"
Lecture3_Chunk48,"So if your guess is originally 0, you can say, is 0 cubed equal to the cube of whatever I'm
trying to find the cube root of? So if I'm trying to find the cube root of 8, is 0 cubed equal to 8?
No. So the solution is not correct.
If it's not correct, guess another value. Do it systematically until you find a solution or you've
guessed all the possible values, you've exhausted all of your search space.
So here's a very simple guess and check code that finds the cube root of a number. So I'm"
Lecture3_Chunk49,"So here's a very simple guess and check code that finds the cube root of a number. So I'm
trying to find the cube root of 8. So my cube is 8. I'm going to have a for loop that says, I'm
going to start from 0. And I'm going to go all the way up to--
So I'm going to start from 0 and go all the way up to 8. For every one of these numbers, I'm
going to say, is my guess to the power of 3 equal to the cube 8? And if it is, I'm going to print
out this message."
Lecture3_Chunk50,"out this message.
Pretty simple, however, this code is not very user friendly, right? If the user wants to find the
cube root of 9, they're not going to get any output, because we never print anything in the
case of the guess not being a perfect cube. or the cube not being a perfect cube.
So we can modify the code a little bit to add two extra features. The first is we're going to be
able to deal with negative cubes, which is kind of cool."
Lecture3_Chunk51,"able to deal with negative cubes, which is kind of cool.
And the second is we're going to tell the user, if the cube is not a perfect cube, hey, this cube
is not a perfect cube. So we're not going to silently just fail, because then the user has some
sort of feedback on their input.
So let's step through this code. We have, first of all, a for loop just like before. And we're going
to go through 0 to 8 in this case. We're using the absolute value, because we might want to"
Lecture3_Chunk52,"to go through 0 to 8 in this case. We're using the absolute value, because we might want to
find the cube root of negative numbers.
First thing we're doing is doing this check here. Instead of guessing whether the guess to the
power of 3 is equal to the cube, we're going to check if it's greater or equal to, and we're going
to do that for the following reason.
So if we're trying to find the cube root of 8, for example, versus a cube root of 9-- this is 8 and"
Lecture3_Chunk53,"So if we're trying to find the cube root of 8, for example, versus a cube root of 9-- this is 8 and
this is 9-- what is this code going to do? It's going to first guess 0. 0 cubed is not greater or
equal to 8. 1 cubed is not greater or equal to 8.
2 cubed is greater or equal to 8, so here, once we've guessed 2, we're going to break.
Because we found a number that works. And there's no need to keep looking. Once we've"
Lecture3_Chunk54,"Because we found a number that works. And there's no need to keep looking. Once we've
found the cubed root of this number 8, there's no need to keep searching the remainder, 3, 4,
5, 6, 7, 8.
Sort of the same idea when we're trying to find the cube root of 9. We're going to start with 0.
0 to the power of 3 is less than 9. 1 to the power of 3 is less 9. 2 to the power of 3 is less than
9.
When we get to 3 to the power of 3, that's going to be greater than 9. So this code tells us,"
Lecture3_Chunk55,"9.
When we get to 3 to the power of 3, that's going to be greater than 9. So this code tells us,
once we've picked a number that's beyond the reasonable number of our cubed root, of our
once we've picked a number that's beyond the reasonable number of our cubed root, of our
cube, the cubed root of our cube, then we should stop.
Because, again, it doesn't make sense to keep searching. Because if 3 to the power of 3 is"
Lecture3_Chunk56,"Because, again, it doesn't make sense to keep searching. Because if 3 to the power of 3 is
already greater than 9, 4 to the power of 3 is also going to be greater than 9 and so on. So
once we break here, we either have guess being 2 or guess being 3 depending on what cube
we're trying to find.
And if the guess to the power or 3 is not equal to the cube, then, obviously, the cube was not a
perfect cube. So that's this case here, if we were looking at at the cube root of 9. And"
Lecture3_Chunk57,"perfect cube. So that's this case here, if we were looking at at the cube root of 9. And
otherwise, this part here just looks at whether we should make it a positive or a negative cube.
So if our original cube was less than 0, then, obviously, the cube root of a negative number is
going to be a negative number, and, otherwise, it's just our guess.
So that's the guess and check method, slightly more feature-rich program for guessing the"
Lecture3_Chunk58,"So that's the guess and check method, slightly more feature-rich program for guessing the
cube root. But that only tells us the cube root of perfect cubes and doesn't really give us
anything else, any more information.
So sometimes, you might want to say, well, I don't care that 9 is not a perfect cube, just give
me a close enough answer. So that's where approximate solutions come in. So this is where
we're OK with having a good enough solution."
Lecture3_Chunk59,"we're OK with having a good enough solution.
So in order to do that, we're going to start with a guess and then increment that guess by
some small value. Start from 0 and start incrementing by 0.001 and just go upwards from
there. And at some point, you might find a good enough solution.
In this program, we're going to keep guessing as long as we're not close enough. And close
enough is going to be given by this epsilon value in the program. So as long as the guess"
Lecture3_Chunk60,"enough is going to be given by this epsilon value in the program. So as long as the guess
cubed minus the cube-- so how far away are we from the actual answer-- is greater than some
epsilon, keep guessing, because the solution is not good enough.
But once this is less than epsilon, then we've reached a good enough solution. So two things
to note with approximate solutions. So you can get more accurate answers if your step size is"
Lecture3_Chunk61,"to note with approximate solutions. So you can get more accurate answers if your step size is
really, really small. If you're incrementing by 0.0001, you're going to get a really good
approximate solution, but your program will be a lot slower.
Same sort of idea with epsilon, you can change epsilon. If you change epsilon to be a bigger
epsilon, you're sacrificing accuracy, but you're going to reach a solution a lot faster."
Lecture3_Chunk62,"epsilon, you're sacrificing accuracy, but you're going to reach a solution a lot faster.
So here's the code for the approximate solution of a cube root. It might look intimidating, but,
look, almost half this code is just initializing variables. So we're initializing, this is the cube we
want to find the cube root of. We pick an epsilon of this. We start with a guess of 0. We start
with an increment of 0.0001. And just for fun, let's keep track of the number of guesses that it"
Lecture3_Chunk63,"with an increment of 0.0001. And just for fun, let's keep track of the number of guesses that it
takes us to get to the answer.
This is similar to the guess and check from before. It's not similar. Well this part is similar to
the guess and check from before. So we're going to take the guess to the power of 3 minus
the cube, right? So that's how far away are we from the actual answer?
And we're going to say, if that's not good enough-- so if we're still greater than or equal to the"
Lecture3_Chunk64,"And we're going to say, if that's not good enough-- so if we're still greater than or equal to the
epsilon-- then keep guessing. So we're going to be stuck in this loop, where we keep guessing
values, until we've reached a guess that's good enough, so until we're less than epsilon.
And way we keep guessing is just with this line, right here, which says, increment my guess by
increment, and increment being this really small value. That make sense?"
Lecture3_Chunk65,"increment, and increment being this really small value. That make sense?
So I'm going to keep incrementing my guess by that small value. Before I go on, I'm going to
run the code. And we're going to discover a small issue with it.
So with 27, we're going to run it. Perfect, it took me 300 guesses. But 2.99999 is close to the
cube root of 27. We can find the cube root of this guy here. And it took me 20,000 guesses,"
Lecture3_Chunk66,"cube root of 27. We can find the cube root of this guy here. And it took me 20,000 guesses,
but I figured out that 200.99999, so 201, is close to the cube root of that large number.
I should have done this. This is going to be a giveaway, you guys. Sorry. Then we're going to
have-- let's say I want to try cube of 10,000. So 10,000 is not a perfect cube. So we can run
the code. And with 8,120,601 I had already gotten an answer. But with 10,000, I'm not getting
an answer yet, right?"
Lecture3_Chunk67,"an answer yet, right?
So I'm thinking that there might be something wrong. So I'm going to stop my code. So I just
hit Control C, because I feel like I've entered an infinite loop. And, in fact, I have. So what
ended up happening is this problem here.
So I'm going to draw something. According to the code, I'm going to start from 0, and I'm
going to increment my guesses, like that. With every little increment, I'm going to make a new"
Lecture3_Chunk68,"going to increment my guesses, like that. With every little increment, I'm going to make a new
guess. I'm going to take that guess to the power of 3. I'm going to subtract the cube, and I'm
going to figure out if I'm less than epsilon.
This is the epsilon that I want to be in, this little bit here. So with every new guess, I might be,
maybe-- so this is where I want to be, within this little boundary here. With every new guess, I
might be here."
Lecture3_Chunk69,"might be here.
With the next guess, over here, I might be here. When I make another guess, I might be here.
So I'm getting close to being within epsilon. But maybe with my next guess, I'm going to hop
over my epsilon and have made too big of a guess.
So just because of the way the numbers were chosen in this example, just to illustrate this,
using an increment of 0.01, a with finding the cube of 10,000 and epsilon of 0.1, it turns out"
Lecture3_Chunk70,"using an increment of 0.01, a with finding the cube of 10,000 and epsilon of 0.1, it turns out
that, as I'm doing all these calculations, I'm going to skip over this perfect sort of epsilon
difference.
So first, I'm going to be too small. And then I'm going to be too large. And once I've become
too large or too far away from epsilon, the guesses I continue to make are just going to be
even farther away from epsilon. And I'm not going to get to my answer."
Lecture3_Chunk71,"even farther away from epsilon. And I'm not going to get to my answer.
And that's why I've reached an infinite loop in this code. All I'm doing in this code is checking
whether my guess cube minus cube is less than epsilon. The only thing I need to do here is
sort of add this little clause, here, that says, oh, by the way, also check that I'm less than cube.
Because this is just like we did in the very first program, when I'm checking 0, 1, 2, 3, 4, 5, 6,"
Lecture3_Chunk72,"Because this is just like we did in the very first program, when I'm checking 0, 1, 2, 3, 4, 5, 6,
7, 8, when I'm trying to find the cube root of 8. Once I've reached 8, I'm going to stop. And it's
the same thing here.
So I just added this little clause that says, well, while I'm greater than or equal to epsilon and
I'm still less than the actual cube, just keep searching. But once I've reached the cube, then
stop searching."
Lecture3_Chunk73,"stop searching.
And with 10,000, you can see that I failed to actually find-- so that's what this part, here, does.
It tells me I've failed to find the cube root with those particular parameters.
The last thing we're going to look at is bisection search. And to illustrate this, I'm going to need
one volunteer. And you're going to play a game with me in front of the whole class. And there
will be a prize. There go the hands. In the blue shirt, right there. Cool."
Lecture3_Chunk74,"will be a prize. There go the hands. In the blue shirt, right there. Cool.
So the prize is going to be, once again, this. I promise I don't have millions of these, Google
glasses. I also don't work for Google. I just happened to get a couple.
So the game is this. I'm going to ask you to pick a number, a whole number, between 0 and
100. And I'm going to try to guess it. And you need to make it hard for me. And you need to
make it so hard for me that I cannot guess it within 10 guesses."
Lecture3_Chunk75,"make it so hard for me that I cannot guess it within 10 guesses.
And if you can do that, if I cannot guess it within 10 guesses, you get this. And I'm going to
draw out what I do as we go along. So do you have your number? Yes?
AUDIENCE:
Yeah.
ANA BELL:
Perfect. Let me erase that. Actually, I should've probably kept that, because I'll still use it.
There's the numbers, 0 to 100. Is your number 50?
AUDIENCE:
No.
ANA BELL:"
Lecture3_Chunk76,"There's the numbers, 0 to 100. Is your number 50?
AUDIENCE:
No.
ANA BELL:
50 Was my guess. So I've made one guess. Is your number higher or lower than 50?
AUDIENCE:
Higher.
ANA BELL:
Higher. Is your number-- my next guess is going to be 75. And the reason I'm guessing 75 is
because-- what's your name?
AUDIENCE:
Sophie.
ANA BELL:
What's that?
AUDIENCE:
Sophie.
ANA BELL:
Sophie. Sophie said, 50 was too low. So I immediately know that it cannot be any less than 50."
Lecture3_Chunk77,"Sophie. Sophie said, 50 was too low. So I immediately know that it cannot be any less than 50.
So I've already eliminated half of the numbers. So my next guess is 75. Is your number 75? Is
your number lower or higher?
AUDIENCE:
Higher.
ANA BELL:
Since it's higher, I'm eliminating this half here. Is your number-- so between 75 and 100. Oh,
boy, you're putting me on the spot. What's that?
AUDIENCE:
87.
ANA BELL:
87, thank you. 87?
AUDIENCE:
No.
ANA BELL:
Higher or lower?
AUDIENCE:
Lower.
ANA BELL:"
Lecture3_Chunk78,"87.
ANA BELL:
87, thank you. 87?
AUDIENCE:
No.
ANA BELL:
Higher or lower?
AUDIENCE:
Lower.
ANA BELL:
Lower. So since it's lower, I'm eliminating that half. Is your number 81? Higher or lower?
AUDIENCE:
Lower.
ANA BELL:
So she said, lower, so I'm eliminating that half. Is your number 78? Oh, boy, that's really hard.
78, OK. Higher or lower?
AUDIENCE:
Lower.
ANA BELL:
Is your number 76?
AUDIENCE:
Yeah.
ANA BELL:
Yay. All right, perfect, 76 was the number. So how many guesses have I made? One, two,"
Lecture3_Chunk79,"ANA BELL:
Yay. All right, perfect, 76 was the number. So how many guesses have I made? One, two,
three, four, five, six-- I made six guesses. So I did get it under 10. But you know what? The
game was rigged. So you get the prize anyway, just because I rigged the game. Here you go.
Pass it down.
AUDIENCE:
Thank you.
ANA BELL:
Thank you. So notice, in bisection search, what I did was I eliminated half the search space"
Lecture3_Chunk80,"Thank you. So notice, in bisection search, what I did was I eliminated half the search space
with every guess. I said, well, she said it's higher or lower, so I definitely cannot be in the other
search space, right? If I was doing approximate solution or, in this case, guess and check, I
would be asking Sophie, is your number 0, 1, 2, 3, 4, and so on?
So with guess and check, it would have taken me 76 guesses to get to the number, whereas,"
Lecture3_Chunk81,"So with guess and check, it would have taken me 76 guesses to get to the number, whereas,
with this bisection search, that I just did, it only took me 6. Isn't that cool?
So that means that the larger the space actually is, that I need to search, the better it is to use
bisection search, this bisection search method. So that's basically what I'm illustrating here. So
we have our original search space. We're going to choose a guess halfway, eliminate half of"
Lecture3_Chunk82,"we have our original search space. We're going to choose a guess halfway, eliminate half of
the guesses. Then we're going look in the remaining interval, eliminate half the guesses, and
so on and so on.
So then this is the code for bisection search. Also looks intimidating, but it's not so bad. So
we're initializing a bunch of stuff up here. The most important couple of things we're initializing
are, first of all, this high and this low boundaries."
Lecture3_Chunk83,"are, first of all, this high and this low boundaries.
So with the guessing game, the low boundary was 0, and the high boundary was 100. When
we're looking at the cube root, the low boundary is going to be 0, and the high boundary is
going to be just my cube, because a guess to the power of 3 cannot be any greater than cube.
And then, I'm just going to do the same procedure that I did with the guessing game, which is"
Lecture3_Chunk84,"And then, I'm just going to do the same procedure that I did with the guessing game, which is
I'm going to make my guess, be halfway in between. So with this guessing game, I had to sort
of choose, if there were four numbers in between, should I go higher or lower?
Well, when we're doing by bisection search, here, we don't care about that. We're just going to
do floating point division, because we want decimal numbers. So I have a low boundary and a"
Lecture3_Chunk85,"do floating point division, because we want decimal numbers. So I have a low boundary and a
high boundary. And I figured out my halfway point.
Then I have this while loop here. A while loop is similar to the approximation method, where,
as long as I don't have a guest that's good enough-- so this, depicted by this greater or equal
to epsilon-- as long as my guess is not good enough, I'm going to keep guessing. That's what
this while loop is saying."
Lecture3_Chunk86,"this while loop is saying.
So if the guess to the power of 3 minus cube is not good enough, keep guessing. And the way
I keep guessing is this part, here, says, my guess was too low. So if my guess was too low, set
the low boundary to be the guess. Because I don't care about all of the other numbers that are
much lower than me.
So set the low to be the guess. That's what that line is doing. And otherwise, my guess was"
Lecture3_Chunk87,"So set the low to be the guess. That's what that line is doing. And otherwise, my guess was
too high. That's what this else is doing. So set the high to be the guess, because I don't care
about numbers any higher than my guess.
Once I have these new boundaries, I make another guess, again, halfway in between the new
boundary points. So essentially, I'm just halving my interval with every single guess. And that's
what the while loop is doing. And then I print out the remaining part."
Lecture3_Chunk88,"what the while loop is doing. And then I print out the remaining part.
So notice the search space originally being N, we're halving it with each guess. So the first
guess divides it by 2, the second guess divides it by 4, and so on. So by the time we get to the
k-th guess, N/2k, the k-th guess, let's say that's the actual answer we're interested in. There's
only one value in that little interval. And that's the answer we want."
Lecture3_Chunk89,"only one value in that little interval. And that's the answer we want.
So 2 to the k is equal to N. And then how many guesses did we make? k is equal to log base 2
of N. So when we are playing the guessing game of 100, my end was 100. Log base 2 of 100
is 6.-something, I think.
So in fact, I could have said, if I don't guess it within seven guesses, you would have won as
well. So that's why the game was rigged. So the guess, notice, it converges on the order of log"
Lecture3_Chunk90,"well. So that's why the game was rigged. So the guess, notice, it converges on the order of log
base N instead of just linearly in terms of N. So that's why it's so powerful.
One last thing I want to mention is the code I showed only works for positive cubes. And that's
because of the following. So I have this 0 and 1. Let's say I'm trying to find the cube root of
0.5.
When I first set my initial boundaries, my low is this one, and my high is this one. But what's"
Lecture3_Chunk91,"0.5.
When I first set my initial boundaries, my low is this one, and my high is this one. But what's
the cube root of 0.5? Is it within this boundary or is it outside this boundary?
AUDIENCE:
Outside the boundary.
ANA BELL:
I heard, outside. It's like 0.7 something. So it's out here. So with this particular code, I'm going
to be halving my interval in between those numbers, but I'll never get to an answer. Because"
Lecture3_Chunk92,"to be halving my interval in between those numbers, but I'll never get to an answer. Because
the actual cube root of 0.5, or numbers less than 1, is going to be outside that boundary.
So there's a small change you can make to the program, which will fix that. And that's in the
code. I didn't put it in, but it's a very small change, a small if statement. So that's it. All right,
thank you.
[APPLAUSE]"
Lecture4_Chunk1,"MITOCW | watch?v=MjbuarJ7SE0
The following content is provided under a Creative Commons license. Your support will help
MIT OpenCourseWare continue to offer high quality educational resources for free. To make a
donation or view additional materials from hundreds of MIT courses, visit MIT
OpenCourseWare at ocw.mit.edu.
PROFESSOR:
All right everyone let's get started. All right good afternoon on this rainy, rainy sad afternoon."
Lecture4_Chunk2,"All right everyone let's get started. All right good afternoon on this rainy, rainy sad afternoon.
So-- I'm glad we're inside though-- all right so Lecture 4 of 6.0001 in 600. Quick, quick recap
of what we did last time. So last time we did a little bit more string manipulations, and then we
saw how you can use for loops over strings directly. So instead of having for loops that iterate
over range-- so 0, 1, 2, 3, 4, and so on-- you saw that it was more powerful to sometimes use"
Lecture4_Chunk3,"over range-- so 0, 1, 2, 3, 4, and so on-- you saw that it was more powerful to sometimes use
for loops that iterate over string objects directly.
So that was the first half of the lecture. In the second half, we started looking at different ways
that you can implement the different implementations to the same problem. So we saw the
problem of finding the cube root, and we saw some implementations. We saw the Guess and
Check method, and the approximation method."
Lecture4_Chunk4,"Check method, and the approximation method.
And then we looked at what I thought was the most powerful method, which was the bisection
method. And this one, if you remember, I played a game with someone in the audience where
I guessed a number between 0 and 100. And we saw that I was able to guess that number
really, really quickly using the bisection method. And that's the method that you're going to
implement-- that you are currently implementing-- in your problem set."
Lecture4_Chunk5,"implement-- that you are currently implementing-- in your problem set.
OK so today-- so that sort of finishes introduction to some of the more basic mechanisms in
Python. And today we're going to talk about how to structure your programs such that you
write nice, coherent code-- reusable code-- by hiding away some of the details in your code.
And to do that we're going to look at these things called functions."
Lecture4_Chunk6,"And to do that we're going to look at these things called functions.
All right so just stepping back and sort of getting a high-level view of how we write the code so
far. So so far the way that you've been writing code for your programs is you open a file, you
type some code to solve a particular problem given, like in your problem sets, each file
contains some piece of code, you have sequences of instructions that contain maybe"
Lecture4_Chunk7,"contains some piece of code, you have sequences of instructions that contain maybe
assignments, loops, conditionals, and so on and so on. But really you have one file that
contains each code and you write everything in that particular file.
But this is OK for smaller problems that we've been seeing so far, but when you're starting to
write large pieces of code it's going to get really messy, really quickly. So think about if you"
Lecture4_Chunk8,"write large pieces of code it's going to get really messy, really quickly. So think about if you
want to use a for loop in one part of your code, and you find it useful to use that same for loop
in another part of your code.
Some point in the future as you're debugging your code, you might want to change your
original for loop, you have to figure out all the other places where you've used that type of for"
Lecture4_Chunk9,"original for loop, you have to figure out all the other places where you've used that type of for
loop for example. So as you're scaling your code, you'll find it harder to keep track of these
details. So this is where functions will come into play in today's lecture-- will help you out.
So if you want to be considered a good programmer, a good programming style would be to
not necessarily add lots and lots of lines of code, but really to add more functionality to your"
Lecture4_Chunk10,"not necessarily add lots and lots of lines of code, but really to add more functionality to your
programs. So how many different things-- how many different features-- can your program do,
rather than how long can your code be. And that'll help you later on look at your code if you
need it for a future class, and it'll help others if they want to look at your code later on if they
find it useful.
So today we're introducing this idea of functions. And functions are mechanisms to achieve"
Lecture4_Chunk11,"So today we're introducing this idea of functions. And functions are mechanisms to achieve
decomposition and abstraction. So these are two key words here that are going to pop up in
today's lecture and also in future lectures. So before I introduce decomposition and
abstraction in the context of functions, let's first take a look at just sort of a real-life example.
So let's take a projector. I'm using one right now. Quick show of hands. If I give you all of the"
Lecture4_Chunk12,"So let's take a projector. I'm using one right now. Quick show of hands. If I give you all of the
electronic components that are part of a projector-- resistors, a fan, a light bulb, a lens, the
casing, all of the different parts in it. Who here would be able to build a projector? Do I see a
hand? No? Ooh oh yeah nice! You can also lie. I won't know the difference. But if you can do
that, I'd be very impressed."
Lecture4_Chunk13,"that, I'd be very impressed.
All right so you can't really put together a projector right? Another show of hands. If I gave you
a projector that's fully assembled and I gave you a computer, for example, who would be able
to maybe figure out within let's say an hour how to make them work together? Good, a fair bit
of the class. That's perfect. That's exactly the answers I was trying to get at here.
So none of us really know how a projector works-- the internals-- but a lot more of us know"
Lecture4_Chunk14,"So none of us really know how a projector works-- the internals-- but a lot more of us know
how to work a projector, just given maybe a set of basic instructions or just intuitively speaking.
So you see the projector as sort of a black box. You don't need to know how it works in order
to use it.
You know maybe what inputs it might take, what's it supposed to do at a high level. Take
whatever's on my screen and put it up on the large screen there, just magnify it, but you don't"
Lecture4_Chunk15,"whatever's on my screen and put it up on the large screen there, just magnify it, but you don't
know how it does it-- how the components work together. So that's the idea of abstraction. You
don't need to know how the projector works in order to use it.
OK that's abstraction. The other half of that was decomposition. So let's say that now, given a
projector, I want to project a very, very large image down on a very large stage. For example,"
Lecture4_Chunk16,"projector, I want to project a very, very large image down on a very large stage. For example,
this is from one of the Olympics. It's a stage of what, like 10 football fields, something like that?
Something massive. You could build one projector that's able to project a very large image,
but that would be really expensive and you'd have to build this one projector that's used for
this one time.
So instead what you could do is you can take a bunch of smaller projectors and feed different"
Lecture4_Chunk17,"So instead what you could do is you can take a bunch of smaller projectors and feed different
inputs to each one of them. And as you're feeding different inputs, each one's going to show a
different output. And then you're going to be able to have all of these different projectors
working together to solve this larger problem of projecting this really cool image on a very
large stage.
So that's the idea of decomposition. You take the same projector, feed it different inputs, it"
Lecture4_Chunk18,"So that's the idea of decomposition. You take the same projector, feed it different inputs, it
does the exact same thing behind the scenes, but it will produce a different output for each
one of these different inputs. So these different devices are going to work together to achieve
the same common goal, and that's the idea of decomposition.
So these is where I apply to the problem of projecting large image, or a projector in general,"
Lecture4_Chunk19,"So these is where I apply to the problem of projecting large image, or a projector in general,
but we can apply these exact same concepts to programming. So decomposition is really just
the problem of creating structure in your code. In the projector example, we have separate
devices working together. In programming, to achieve decomposition you're dividing your code
into smaller modules.
These are going to be self-contained, and you can think of them as sort of little mini-programs."
Lecture4_Chunk20,"These are going to be self-contained, and you can think of them as sort of little mini-programs.
You feed in some input to them, they do a little task, and then they give you something back.
They go off and do their thing and then they give back a result.
These modules can be used to break up your code, and the important thing is that they're
reusable. So you write a module once-- a little piece of code that does something once-- you"
